# fE fE_hom xAB AAir ASub Bair Bsub
9.73276 10.57 42.28 6.04 6.04 4.530 4.53 ### 9.67826 10.57 42.28 6.04 6.04 4.530 4.53
9.73579 10.57 42.28 6.04 6.04 5.285 4.53 ### 9.69804 10.57 42.28 6.04 6.04 5.285 4.53
9.73871 10.57 42.28 6.04 6.04 6.040 4.53 ### 9.71722 10.57 42.28 6.04 6.04 6.040 4.53
9.74152 10.57 42.28 6.04 6.04 6.795 4.53 ### 9.73579 10.57 42.28 6.04 6.04 6.795 4.53
9.74425 10.57 42.28 6.04 6.04 7.550 4.53 ### 9.75377 10.57 42.28 6.04 6.04 7.550 4.53
9.74688 10.57 42.28 6.04 6.04 8.305 4.53 ### 9.77117 10.57 42.28 6.04 6.04 8.305 4.53
9.74943 10.57 42.28 6.04 6.04 9.060 4.53 ### 9.78803 10.57 42.28 6.04 6.04 9.060 4.53
9.75190 10.57 42.28 6.04 6.04 9.815 4.53 ### 9.80437 10.57 42.28 6.04 6.04 9.815 4.53
9.75430 10.57 42.28 6.04 6.04 10.57 4.53 ### 9.82020 10.57 42.28 6.04 6.04 10.57 4.53
9.75663 10.57 42.28 6.04 6.04 11.32 4.53 ### 9.83551 10.57 42.28 6.04 6.04 11.32 4.53
9.75890 10.57 42.28 6.04 6.04 12.08 4.53 ### 9.85026 10.57 42.28 6.04 6.04 12.08 4.53
9.76110 10.57 42.28 6.04 6.04 12.83 4.53 ### 9.86441 10.57 42.28 6.04 6.04 12.83 4.53
9.76324 10.57 42.28 6.04 6.04 13.59 4.53 ### 9.87778 10.57 42.28 6.04 6.04 13.59 4.53
#9.76533 10.57 42.28 6.04 6.04 14.34 4.53 ### 9.82750 10.57 42.28 6.04 6.04 14.34 4.53
