0.90418 0.09582
0.915538 0.0844622
0.920557 0.0794438
0.91994 0.080061
0.91728 0.0827205
0.914899 0.0851012
0.914016 0.085985
0.914404 0.0855964
0.915258 0.0847426
0.915871 0.0841297
0.915997 0.0840033
0.915724 0.084277
0.915319 0.0846813
0.915095 0.0849056
0.915292 0.0847085
0.915942 0.0840583
0.916699 0.0833017
0.916897 0.0831037
0.915656 0.0843445
0.913048 0.0869529
0.90418 0.09582
0.915538 0.0844622
0.920557 0.0794438
0.91994 0.080061
0.91728 0.0827205
0.914899 0.0851012
0.914016 0.085985
0.914404 0.0855964
0.915258 0.0847426
0.915871 0.0841297
0.915997 0.0840033
0.915724 0.084277
0.915319 0.0846813
0.915095 0.0849056
0.915292 0.0847085
0.915942 0.0840583
0.916699 0.0833017
0.916897 0.0831037
0.915656 0.0843445
0.913048 0.0869529
0.90418 0.09582
0.915538 0.0844622
0.920557 0.0794438
0.91994 0.080061
0.91728 0.0827205
0.914899 0.0851012
0.914016 0.085985
0.914404 0.0855964
0.915258 0.0847426
0.915871 0.0841297
0.915997 0.0840033
0.915724 0.084277
0.915319 0.0846813
0.915095 0.0849056
0.915292 0.0847085
0.915942 0.0840583
0.916699 0.0833017
0.916897 0.0831037
0.915656 0.0843445
0.913048 0.0869529
0.90418 0.09582
0.915538 0.0844622
0.920557 0.0794438
0.91994 0.080061
0.91728 0.0827205
0.914899 0.0851012
0.914016 0.085985
0.914404 0.0855964
0.915258 0.0847426
0.915871 0.0841297
0.915997 0.0840033
0.915724 0.084277
0.915319 0.0846813
0.915095 0.0849056
0.915292 0.0847085
0.915942 0.0840583
0.916699 0.0833017
0.916897 0.0831037
0.915656 0.0843445
0.913048 0.0869529
0.90418 0.09582
0.915538 0.0844622
0.920557 0.0794438
0.91994 0.080061
0.91728 0.0827205
0.914899 0.0851012
0.914016 0.085985
0.914404 0.0855964
0.915258 0.0847426
0.915871 0.0841297
0.915997 0.0840033
0.915724 0.084277
0.915319 0.0846813
0.915095 0.0849056
0.915292 0.0847085
0.915942 0.0840583
0.916699 0.0833017
0.916897 0.0831037
0.915656 0.0843445
0.913048 0.0869529
0.90418 0.09582
0.915538 0.0844622
0.920557 0.0794438
0.91994 0.080061
0.91728 0.0827205
0.914899 0.0851012
0.914016 0.085985
0.914404 0.0855964
0.915258 0.0847426
0.915871 0.0841297
0.915997 0.0840033
0.915724 0.084277
0.915319 0.0846813
0.915095 0.0849056
0.915292 0.0847085
0.915942 0.0840583
0.916699 0.0833017
0.916897 0.0831037
0.915656 0.0843445
0.913048 0.0869529
0.90418 0.09582
0.915538 0.0844622
0.920557 0.0794438
0.91994 0.080061
0.91728 0.0827205
0.914899 0.0851012
0.914016 0.085985
0.914404 0.0855964
0.915258 0.0847426
