0 0 0
0.342187 0.342187 0.406348
0.684375 0.684375 0.812695
1.02656 1.02656 1.21904
1.36875 1.36875 1.62539
1.71094 1.71094 2.03174
2.05312 2.05312 2.43809
2.39531 2.39531 2.84443
2.7375 2.7375 3.25078
3.07969 3.07969 3.65713
3.42188 3.42188 4.06348
3.76406 3.76406 4.46982
4.10625 4.10625 4.87617
4.44844 4.44844 5.28252
4.79062 4.79062 5.68887
5.13281 5.13281 6.09521
5.475 5.475 6.50156
5.81719 5.81719 6.90791
6.15937 6.15937 7.31426
6.50156 6.50156 7.72061
6.84375 6.84375 8.12695
7.18594 7.18594 8.5333
7.52812 7.52812 8.93965
7.87031 7.87031 9.346
8.2125 8.2125 9.75234
8.55469 8.55469 10.1587
8.89687 8.89687 10.565
9.23906 9.23906 10.9714
9.58125 9.58125 11.3777
9.92344 9.92344 11.7841
10.2656 10.2656 12.1904
10.6078 10.6078 12.5968
