0 0 0.180715 0.0048341 0.0048341 0.0048341 0.173519 0.00494169 0.00494169 0.00494169
0 0.5175 0.370466 0.00863779 0.00863779 0.00863779 0.195078 0.00867237 0.00867237 0.00867237
0 1.035 0.743554 0.0145324 0.0145324 0.0145324 0.168488 0.0141408 0.0141408 0.0141408
0 1.5525 0.78621 0.0154016 0.0154016 0.0154016 0.121996 0.0152321 0.0152321 0.0152321
0 2.07 0.797738 0.0165161 0.0165161 0.0165161 0.103897 0.0162625 0.0162625 0.0162625
0 2.5875 0.805479 0.0167835 0.0167835 0.0167835 0.0945718 0.0165446 0.0165446 0.0165446
0 3.105 0.806042 0.0163194 0.0163194 0.0163194 0.0967777 0.0160767 0.0160767 0.0160767
0 3.6225 0.789138 0.0152167 0.0152167 0.0152167 0.120222 0.0149999 0.0149999 0.0149999
0 4.14 0.744847 0.0140825 0.0140825 0.0140825 0.171237 0.0138822 0.0138822 0.0138822
0 4.6575 0.699443 0.0136945 0.0136945 0.0136945 0.218865 0.0135329 0.0135329 0.0135329
0 5.175 0.718363 0.015054 0.015054 0.015054 0.191762 0.0149051 0.0149051 0.0149051
0 5.6925 0.770811 0.0170535 0.0170535 0.0170535 0.127569 0.0168186 0.0168186 0.0168186
0 6.21 0.781023 0.0159623 0.0159623 0.0159623 0.12371 0.0157835 0.0157835 0.0157835
0 6.7275 0.617056 0.0115221 0.0115221 0.0115221 0.314038 0.0114074 0.0114074 0.0114074
0 7.245 0.224147 0.00448092 0.00448092 0.00448092 0.748444 0.00469788 0.00469788 0.00469788
0 7.7625 0.085152 0.00173598 0.00173598 0.00173598 0.904036 0.00186429 0.00186429 0.00186429
0 8.28 0.182198 0.0034167 0.0034167 0.0034167 0.796611 0.0036601 0.0036601 0.0036601
0 8.7975 0.585813 0.0102204 0.0102204 0.0102204 0.352206 0.0100292 0.0100292 0.0100292
0 9.315 0.577917 0.0111024 0.0111024 0.0111024 0.0427947 0.01091 0.01091 0.01091
0 9.8325 0.266317 0.00759229 0.00759229 0.00759229 0.00284713 0.00769285 0.00769285 0.00769285
0.35 0 0.180867 0.00457972 0.00457972 0.00457972 0.176271 0.00467029 0.00467029 0.00467029
0.35 0.5175 0.345769 0.00763237 0.00763237 0.00763237 0.227327 0.00768549 0.00768549 0.00768549
0.35 1.035 0.667253 0.0126076 0.0126076 0.0126076 0.256092 0.0122935 0.0122935 0.0122935
0.35 1.5525 0.70654 0.0132529 0.0132529 0.0132529 0.214448 0.0131234 0.0131234 0.0131234
0.35 2.07 0.725762 0.014113 0.014113 0.014113 0.190098 0.0139285 0.0139285 0.0139285
0.35 2.5875 0.740321 0.0143186 0.0143186 0.0143186 0.174302 0.0141552 0.0141552 0.0141552
0.35 3.105 0.736369 0.0139294 0.0139294 0.0139294 0.180579 0.0137528 0.0137528 0.0137528
0.35 3.6225 0.693567 0.0129537 0.0129537 0.0129537 0.229249 0.0127647 0.0127647 0.0127647
0.35 4.14 0.606614 0.0116884 0.0116884 0.0116884 0.32368 0.0115273 0.0115273 0.0115273
0.35 4.6575 0.542731 0.0110792 0.0110792 0.0110792 0.39094 0.0110219 0.0110219 0.0110219
0.35 5.175 0.608905 0.0129935 0.0129935 0.0129935 0.313395 0.0129079 0.0129079 0.0129079
0.35 5.6925 0.734762 0.0158736 0.0158736 0.0158736 0.170614 0.0156703 0.0156703 0.0156703
0.35 6.21 0.776833 0.0155207 0.0155207 0.0155207 0.130547 0.0153455 0.0153455 0.0153455
0.35 6.7275 0.623734 0.0115316 0.0115316 0.0115316 0.307373 0.0114004 0.0114004 0.0114004
0.35 7.245 0.230127 0.00459196 0.00459196 0.00459196 0.741796 0.0048007 0.0048007 0.0048007
0.35 7.7625 0.086726 0.00176984 0.00176984 0.00176984 0.902251 0.0019001 0.0019001 0.0019001
0.35 8.28 0.183118 0.00343346 0.00343346 0.00343346 0.795591 0.00367668 0.00367668 0.00367668
0.35 8.7975 0.586636 0.0102336 0.0102336 0.0102336 0.351305 0.0100416 0.0100416 0.0100416
0.35 9.315 0.577883 0.0111066 0.0111066 0.0111066 0.0426897 0.0109143 0.0109143 0.0109143
0.35 9.8325 0.266204 0.00759279 0.00759279 0.00759279 0.00284327 0.00769346 0.00769346 0.00769346
0.7 0 0.179518 0.0041898 0.0041898 0.0041898 0.180773 0.00425463 0.00425463 0.00425463
0.7 0.5175 0.294889 0.00608929 0.00608929 0.00608929 0.28766 0.0061523 0.0061523 0.0061523
0.7 1.035 0.485578 0.00917484 0.00917484 0.00917484 0.457761 0.00905013 0.00905013 0.00905013
0.7 1.5525 0.494769 0.00938772 0.00938772 0.00938772 0.448981 0.00939326 0.00939326 0.00939326
0.7 2.07 0.519252 0.0100591 0.0100591 0.0100591 0.420527 0.00999848 0.00999848 0.00999848
0.7 2.5875 0.543903 0.0103571 0.0103571 0.0103571 0.394214 0.0102771 0.0102771 0.0102771
0.7 3.105 0.532854 0.0099984 0.0099984 0.0099984 0.407378 0.00991346 0.00991346 0.00991346
0.7 3.6225 0.455364 0.00871148 0.00871148 0.00871148 0.492356 0.00870711 0.00870711 0.00870711
0.7 4.14 0.341224 0.00692287 0.00692287 0.00692287 0.616794 0.0070788 0.0070788 0.0070788
0.7 4.6575 0.289017 0.00624989 0.00624989 0.00624989 0.672693 0.00652371 0.00652371 0.00652371
